ROWID,Country,State lgd code,State,YearCode,Year,Residence type,Gender,Unemployment rate per 1000 population
1228,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,200
1229,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,56
1230,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,102
1231,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,201
1232,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,51
1233,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,107
1234,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,334
1235,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,62
1236,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,156
1237,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,161
1238,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,32
1239,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,75
1240,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,168
1241,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,29
1242,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,73
1243,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,142
1244,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,31
1245,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,68
1246,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,139
1247,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,27
1248,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,61
1249,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,196
1250,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,59
1251,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,100
1252,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,275
1253,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,66
1254,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,132
1255,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,156
1256,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,47
1257,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,84
1258,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,188
1259,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,52
1260,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,97
1261,India,33,Tamil Nadu,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,6
1262,India,33,Tamil Nadu,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,18
1263,India,33,Tamil Nadu,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,13
1264,India,33,Tamil Nadu,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,68
1265,India,33,Tamil Nadu,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,43
1266,India,33,Tamil Nadu,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,50
1267,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,10
1268,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,27
1269,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,20
1270,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,51
1271,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,36
1272,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,40
1273,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,11
1274,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,12
1275,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,12
1276,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,48
1277,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,29
1278,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,35
1279,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,15
1280,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,15
1281,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,15
1282,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,54
1283,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,24
1284,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,32
1285,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,19
1286,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,21
1287,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,20
1288,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,45
1289,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,21
1290,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,27
1291,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,61
1292,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,88
1293,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,79
1294,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,90
1295,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,65
1296,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,72
1297,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,55
1298,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,70
1299,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,64
1300,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,84
1301,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,60
1302,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,67
1303,India,34,Puducherry,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,
1304,India,34,Puducherry,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,35
1305,India,34,Puducherry,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,24
1306,India,34,Puducherry,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,99
1307,India,34,Puducherry,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,57
1308,India,34,Puducherry,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,68
1309,India,34,Puducherry,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,26
1310,India,34,Puducherry,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,47
1311,India,34,Puducherry,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,40
1312,India,34,Puducherry,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,64
1313,India,34,Puducherry,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,33
1314,India,34,Puducherry,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,41
1315,India,34,Puducherry,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,32
1316,India,34,Puducherry,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,94
1317,India,34,Puducherry,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,70
1318,India,34,Puducherry,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,195
1319,India,34,Puducherry,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,41
1320,India,34,Puducherry,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,81
1321,India,34,Puducherry,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,13
1322,India,34,Puducherry,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,41
1323,India,34,Puducherry,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,30
1324,India,34,Puducherry,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,60
1325,India,34,Puducherry,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,20
1326,India,34,Puducherry,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,31
1327,India,34,Puducherry,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,10
1328,India,34,Puducherry,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,6
1329,India,34,Puducherry,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,8
1330,India,34,Puducherry,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,37
1331,India,34,Puducherry,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,27
1332,India,34,Puducherry,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,29
1333,India,34,Puducherry,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,373
1334,India,34,Puducherry,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,58
1335,India,34,Puducherry,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,104
1336,India,34,Puducherry,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,176
1337,India,34,Puducherry,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,80
1338,India,34,Puducherry,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,103
1339,India,34,Puducherry,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,100
1340,India,34,Puducherry,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,125
1341,India,34,Puducherry,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,116
1342,India,34,Puducherry,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,52
1343,India,34,Puducherry,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,63
1344,India,34,Puducherry,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,60
1345,India,35,Andaman And Nicobar Islands,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,17
1346,India,35,Andaman And Nicobar Islands,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,23
1347,India,35,Andaman And Nicobar Islands,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,21
1348,India,35,Andaman And Nicobar Islands,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,96
1349,India,35,Andaman And Nicobar Islands,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,39
1350,India,35,Andaman And Nicobar Islands,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,54
1351,India,35,Andaman And Nicobar Islands,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,68
1352,India,35,Andaman And Nicobar Islands,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,23
1353,India,35,Andaman And Nicobar Islands,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,34
1354,India,35,Andaman And Nicobar Islands,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,173
1355,India,35,Andaman And Nicobar Islands,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,30
1356,India,35,Andaman And Nicobar Islands,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,69
1357,India,35,Andaman And Nicobar Islands,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,123
1358,India,35,Andaman And Nicobar Islands,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,37
1359,India,35,Andaman And Nicobar Islands,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,62
1360,India,35,Andaman And Nicobar Islands,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,172
1361,India,35,Andaman And Nicobar Islands,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,65
1362,India,35,Andaman And Nicobar Islands,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,88
1363,India,35,Andaman And Nicobar Islands,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,190
1364,India,35,Andaman And Nicobar Islands,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,42
1365,India,35,Andaman And Nicobar Islands,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,80
1366,India,35,Andaman And Nicobar Islands,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,205
1367,India,35,Andaman And Nicobar Islands,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,42
1368,India,35,Andaman And Nicobar Islands,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,84
1369,India,35,Andaman And Nicobar Islands,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,128
1370,India,35,Andaman And Nicobar Islands,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,18
1371,India,35,Andaman And Nicobar Islands,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,54
1372,India,35,Andaman And Nicobar Islands,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,197
1373,India,35,Andaman And Nicobar Islands,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,40
1374,India,35,Andaman And Nicobar Islands,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,86
1375,India,35,Andaman And Nicobar Islands,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,390
1376,India,35,Andaman And Nicobar Islands,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,65
1377,India,35,Andaman And Nicobar Islands,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,147
1378,India,35,Andaman And Nicobar Islands,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,471
1379,India,35,Andaman And Nicobar Islands,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,34
1380,India,35,Andaman And Nicobar Islands,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,174
1381,India,35,Andaman And Nicobar Islands,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,342
1382,India,35,Andaman And Nicobar Islands,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,67
1383,India,35,Andaman And Nicobar Islands,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,146
1384,India,35,Andaman And Nicobar Islands,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,382
1385,India,35,Andaman And Nicobar Islands,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,35
1386,India,35,Andaman And Nicobar Islands,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,120
1387,India,36,Telangana,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,1
1388,India,36,Telangana,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,7
1389,India,36,Telangana,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,4
1390,India,36,Telangana,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,35
1391,India,36,Telangana,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,28
1392,India,36,Telangana,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,30
1393,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,5
1394,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,10
1395,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,8
1396,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,37
1397,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,40
1398,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,39
1399,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,4
1400,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,10
1401,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,7
1402,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,38
1403,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,36
1404,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,36
1405,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,9
1406,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,13
1407,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,12
1408,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,51
1409,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,25
1410,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,31
1411,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,5
1412,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,17
1413,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,12
1414,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,54
1415,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,39
1416,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,43
1417,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,23
1418,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,45
1419,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,36
1420,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,91
1421,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,54
1422,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,66
1423,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,39
1424,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,49
1425,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,45
1426,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,102
1427,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,62
1428,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,73
1429,India,37,Ladakh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,4
1430,India,37,Ladakh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,9
1431,India,37,Ladakh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,7
1432,India,37,Ladakh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,92
1433,India,37,Ladakh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,59
1434,India,37,Ladakh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,66
1435,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,11
1436,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,12
1437,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,11
1438,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,89
1439,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,45
1440,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,50
1441,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,13
1442,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,17
1443,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,15
1444,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,109
1445,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,37
1446,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,49
1447,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,38
1448,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,18
1449,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,25
1450,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,109
1451,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,47
1452,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,60
1453,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,30
1454,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,22
1455,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,25
1456,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,190
1457,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,41
1458,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,70
1459,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,54
1460,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,37
1461,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,42
1462,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,229
1463,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,61
1464,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,100
1465,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,60
1466,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,29
1467,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,39
1468,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,272
1469,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,56
1470,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,101
1471,India,38,The Dadra And Nagar Haveli And Daman And Diu,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,3.50000000000000000000
1472,India,38,The Dadra And Nagar Haveli And Daman And Diu,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,13.00000000000000000000
1473,India,38,The Dadra And Nagar Haveli And Daman And Diu,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,10.00000000000000000000
1474,India,38,The Dadra And Nagar Haveli And Daman And Diu,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,68.00000000000000000000
1475,India,38,The Dadra And Nagar Haveli And Daman And Diu,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,24.50000000000000000000
1476,India,38,The Dadra And Nagar Haveli And Daman And Diu,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,29.00000000000000000000
1477,India,38,The Dadra And Nagar Haveli And Daman And Diu,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,
1478,India,38,The Dadra And Nagar Haveli And Daman And Diu,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,14.50000000000000000000
1479,India,38,The Dadra And Nagar Haveli And Daman And Diu,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,10.00000000000000000000
1480,India,38,The Dadra And Nagar Haveli And Daman And Diu,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,40.00000000000000000000
1481,India,38,The Dadra And Nagar Haveli And Daman And Diu,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,15.00000000000000000000
1482,India,38,The Dadra And Nagar Haveli And Daman And Diu,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,22.00000000000000000000
1483,India,38,The Dadra And Nagar Haveli And Daman And Diu,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,18.00000000000000000000
1484,India,38,The Dadra And Nagar Haveli And Daman And Diu,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,17.50000000000000000000
1485,India,38,The Dadra And Nagar Haveli And Daman And Diu,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,18.00000000000000000000
1486,India,38,The Dadra And Nagar Haveli And Daman And Diu,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,62.00000000000000000000
1487,India,38,The Dadra And Nagar Haveli And Daman And Diu,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,20.50000000000000000000
1488,India,38,The Dadra And Nagar Haveli And Daman And Diu,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,30.00000000000000000000
1489,India,38,The Dadra And Nagar Haveli And Daman And Diu,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,11.50000000000000000000
1490,India,38,The Dadra And Nagar Haveli And Daman And Diu,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,48.00000000000000000000
1491,India,38,The Dadra And Nagar Haveli And Daman And Diu,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,44.00000000000000000000
1492,India,38,The Dadra And Nagar Haveli And Daman And Diu,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,300.00000000000000000000
1493,India,38,The Dadra And Nagar Haveli And Daman And Diu,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,34.50000000000000000000
1494,India,38,The Dadra And Nagar Haveli And Daman And Diu,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,38.50000000000000000000
1495,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,
1496,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,
1497,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,
1498,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,11.00000000000000000000
1499,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,
1500,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,2.50000000000000000000
1501,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,
1502,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,47.50000000000000000000
1503,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,34.50000000000000000000
1504,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,21.50000000000000000000
1505,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,12.00000000000000000000
1506,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,13.50000000000000000000
1507,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,
