srcStateName,srcYear,Type of production of crops,Crop type,Crop Production,Area,Estimate of yield,YearCode,Year
Andhra Pradesh,2012-13,Fruits,Fruits,13939.1,940.7,,2012,"Financial Year (Apr - Mar), 2012"
Bihar,2019-20,Fruits,Fruits,4252.9,324.3,,2019,"Financial Year (Apr - Mar), 2019"
Uttarakhand,2016-17,Non Foodgrains,Oilseeds,26,28,929,2016,"Financial Year (Apr - Mar), 2016"
Jharkhand,2013-14,Non Foodgrains,Raw Jute & Mesta,,,,2013,"Financial Year (Apr - Mar), 2013"
Rajasthan,2014-15,Foodgrains,Pulses,1951.8,3362.3,580,2014,"Financial Year (Apr - Mar), 2014"
Sikkim,2017-18,Foodgrains,Coarse Cereals,71,41.3,1716,2017,"Financial Year (Apr - Mar), 2017"
Maharashtra,2016-17,Vegetables,Vegetables,10520.5,712.7,,2016,"Financial Year (Apr - Mar), 2016"
Mizoram,2012-13,Foodgrains,Pulses,3.3,3.1,1061,2012,"Financial Year (Apr - Mar), 2012"
Goa,2015-16,Foodgrains,Coarse Cereals,,,,2015,"Financial Year (Apr - Mar), 2015"
Chhattisgarh,2019-20,Vegetables,Vegetables,7395.3,523.3,,2019,"Financial Year (Apr - Mar), 2019"
Andhra Pradesh,2016-17,Non Foodgrains,Raw Jute & Mesta,63,7,1620,2016,"Financial Year (Apr - Mar), 2016"
Tamil Nadu,2018-19,Non Foodgrains,Cotton (Lintt),269,133,344,2018,"Financial Year (Apr - Mar), 2018"
Uttarakhand,2016-17,Fruits,Fruits,662.9,177.3,,2016,"Financial Year (Apr - Mar), 2016"
Haryana,2015-16,Foodgrains,Wheat,11352,2576,,2015,"Financial Year (Apr - Mar), 2015"
Chhattisgarh,2018-19,Foodgrains,Pulses,537.5,745.8,721,2018,"Financial Year (Apr - Mar), 2018"
Madhya Pradesh,2014-15,Fruits,Fruits,6119,220,,2014,"Financial Year (Apr - Mar), 2014"
Karnataka,2011-12,Non Foodgrains,Sugarcane,38808,430,90251,2011,"Financial Year (Apr - Mar), 2011"
Maharashtra,2015-16,Non Foodgrains,Cotton (Lintt),7500,4207,303,2015,"Financial Year (Apr - Mar), 2015"
Rajasthan,2012-13,Foodgrains,Rice,222.5,125.6,1771,2012,"Financial Year (Apr - Mar), 2012"
West Bengal,2018-19,Foodgrains,Rice,16242.2,5512.6,2926,2018,"Financial Year (Apr - Mar), 2018"
Meghalaya,2012-13,Non Foodgrains,Oilseeds,6.9,10,695,2012,"Financial Year (Apr - Mar), 2012"
Maharashtra,2015-16,Foodgrains,Pulses,1544.7,3544,436,2015,"Financial Year (Apr - Mar), 2015"
Assam,2017-18,Vegetables,Vegetables,3292.9,300.2,,2017,"Financial Year (Apr - Mar), 2017"
Punjab,2017-18,Non Foodgrains,Sugarcane,8023.7,96,83580,2017,"Financial Year (Apr - Mar), 2017"
Meghalaya,2018-19,Vegetables,Vegetables,514.8,49,,2018,"Financial Year (Apr - Mar), 2018"
Odisha,2012-13,Foodgrains,Rice,7295.5,4022.8,1814,2012,"Financial Year (Apr - Mar), 2012"
Sikkim,2019-20,Foodgrains,Rice,16.1,8.7,1858,2019,"Financial Year (Apr - Mar), 2019"
Delhi,2014-15,Foodgrains,Coarse Cereals,6.6,4.8,1378,2014,"Financial Year (Apr - Mar), 2014"
Madhya Pradesh,2018-19,Non Foodgrains,Raw Jute & Mesta,0,,,2018,"Financial Year (Apr - Mar), 2018"
Punjab,2018-19,Foodgrains,Pulses,27.7,29.5,938,2018,"Financial Year (Apr - Mar), 2018"
West Bengal,2011-12,Foodgrains,Rice,14605.8,5433.7,2688,2011,"Financial Year (Apr - Mar), 2011"
Andhra Pradesh,2016-17,Foodgrains,Coarse Cereals,1982,452,4385,2016,"Financial Year (Apr - Mar), 2016"
Tripura,2015-16,Foodgrains,Rice,794.8,269.8,2946,2015,"Financial Year (Apr - Mar), 2015"
Madhya Pradesh,2018-19,Foodgrains,Wheat,16521.4,5520,1847,2018,"Financial Year (Apr - Mar), 2018"
Andhra Pradesh,2014-15,Non Foodgrains,Oilseeds,597.15,1072,557,2014,"Financial Year (Apr - Mar), 2014"
Puducherry,2016-17,Foodgrains,Wheat,,,1333,2016,"Financial Year (Apr - Mar), 2016"
Bihar,2014-15,Foodgrains,Rice,6356.7,3263.4,1948,2014,"Financial Year (Apr - Mar), 2014"
West Bengal,2012-13,Non Foodgrains,Sugarcane,1617,16.1,100437,2012,"Financial Year (Apr - Mar), 2012"
Punjab,2019-20,Foodgrains,Rice,11779.3,2920,4034,2019,"Financial Year (Apr - Mar), 2019"
Nagaland,2017-18,Foodgrains,Wheat,6.3,3.4,1928,2017,"Financial Year (Apr - Mar), 2017"
Delhi,2013-14,Non Foodgrains,Oilseeds,,,,2013,"Financial Year (Apr - Mar), 2013"
Uttar Pradesh,2018-19,Non Foodgrains,Raw Jute & Mesta,,,,2018,"Financial Year (Apr - Mar), 2018"
Nagaland,2013-14,Foodgrains,Wheat,5.5,3,1881,2013,"Financial Year (Apr - Mar), 2013"
Gujarat,2014-15,Foodgrains,Rice,1830.9,786,2329,2014,"Financial Year (Apr - Mar), 2014"
Uttarakhand,2012-13,Foodgrains,Rice,579.8,262.8,2206,2012,"Financial Year (Apr - Mar), 2012"
Himachal Pradesh,2011-12,Non Foodgrains,Oilseeds,8.6,14.9,579,2011,"Financial Year (Apr - Mar), 2011"
Madhya Pradesh,2017-18,Non Foodgrains,Sugarcane,5430,98,55408,2017,"Financial Year (Apr - Mar), 2017"
Punjab,2017-18,Foodgrains,Rice,13381.8,3065,4366,2017,"Financial Year (Apr - Mar), 2017"
Nagaland,2016-17,Foodgrains,Wheat,6.2,3.4,1913,2016,"Financial Year (Apr - Mar), 2016"
Telangana,2011-12,Non Foodgrains,Oilseeds,540.9,444.9,1216,2011,"Financial Year (Apr - Mar), 2011"
Maharashtra,2018-19,Foodgrains,Rice,3275.7,1464.9,2236,2018,"Financial Year (Apr - Mar), 2018"
Assam,2017-18,Foodgrains,Coarse Cereals,101.8,36.8,2769,2017,"Financial Year (Apr - Mar), 2017"
Maharashtra,2018-19,Non Foodgrains,Cotton (Lintt),6593,4218,266,2018,"Financial Year (Apr - Mar), 2018"
Haryana,2013-14,Foodgrains,Rice,3998,1228,3256,2013,"Financial Year (Apr - Mar), 2013"
Haryana,2016-17,Non Foodgrains,Oilseeds,964.5,526.6,1832,2016,"Financial Year (Apr - Mar), 2016"
Gujarat,2011-12,Fruits,Fruits,7522.4,353.7,,2011,"Financial Year (Apr - Mar), 2011"
Jharkhand,2014-15,Non Foodgrains,Raw Jute & Mesta,,,,2014,"Financial Year (Apr - Mar), 2014"
Gujarat,2019-20,Non Foodgrains,Oilseeds,6653.3,2867.7,2320,2019,"Financial Year (Apr - Mar), 2019"
Himachal Pradesh,2015-16,Non Foodgrains,Sugarcane,38.7,1.9,19971,2015,"Financial Year (Apr - Mar), 2015"
Nagaland,2012-13,Foodgrains,Wheat,5.9,3.3,1806,2012,"Financial Year (Apr - Mar), 2012"
Odisha,2015-16,Foodgrains,Coarse Cereals,157.2,135,1165,2015,"Financial Year (Apr - Mar), 2015"
Punjab,2019-20,Non Foodgrains,Cotton (Lintt),1206,248,827,2019,"Financial Year (Apr - Mar), 2019"
Mizoram,2017-18,Fruits,Fruits,340.5,63.2,,2017,"Financial Year (Apr - Mar), 2017"
Rajasthan,2013-14,Foodgrains,Wheat,8663.2,2810,3083,2013,"Financial Year (Apr - Mar), 2013"
Jharkhand,2015-16,Foodgrains,Rice,2882.2,1589,1814,2015,"Financial Year (Apr - Mar), 2015"
Kerala,2019-20,Foodgrains,Wheat,,,2002,2019,"Financial Year (Apr - Mar), 2019"
Kerala,2015-16,Non Foodgrains,Sugarcane,138.1,1.4,101417,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,2017-18,Foodgrains,Coarse Cereals,104.5,77.6,1348,2017,"Financial Year (Apr - Mar), 2017"
Haryana,2015-16,Foodgrains,Rice,4145,1354,3061,2015,"Financial Year (Apr - Mar), 2015"
Andhra Pradesh,2015-16,Foodgrains,Coarse Cereals,1916,526,3643,2015,"Financial Year (Apr - Mar), 2015"
Himachal Pradesh,2014-15,Non Foodgrains,Sugarcane,37.6,1.6,23049,2014,"Financial Year (Apr - Mar), 2014"
Gujarat,2015-16,Foodgrains,Pulses,543.6,584,931,2015,"Financial Year (Apr - Mar), 2015"
Chhattisgarh,2018-19,Fruits,Fruits,2580.3,225.2,,2018,"Financial Year (Apr - Mar), 2018"
Arunachal Pradesh,2018-19,Foodgrains,Coarse Cereals,105.4,77.8,1355,2018,"Financial Year (Apr - Mar), 2018"
Odisha,2019-20,Foodgrains,Rice,8360.4,3940.7,2122,2019,"Financial Year (Apr - Mar), 2019"
Manipur,2018-19,Foodgrains,Wheat,5.7,2.3,2993,2018,"Financial Year (Apr - Mar), 2018"
Chhattisgarh,2013-14,Fruits,Fruits,1930.2,212.9,,2013,"Financial Year (Apr - Mar), 2013"
West Bengal,2012-13,Non Foodgrains,Raw Jute & Mesta,8310.8,583.4,2564,2012,"Financial Year (Apr - Mar), 2012"
Andhra Pradesh,2013-14,Foodgrains,Wheat,4,8,500,2013,"Financial Year (Apr - Mar), 2013"
Andhra Pradesh,2014-15,Foodgrains,Pulses,950,1043.1,911,2014,"Financial Year (Apr - Mar), 2014"
Rajasthan,2015-16,Non Foodgrains,Sugarcane,531.3,6.1,86511,2015,"Financial Year (Apr - Mar), 2015"
Puducherry,2018-19,Foodgrains,Coarse Cereals,0.3,0.1,2339,2018,"Financial Year (Apr - Mar), 2018"
Rajasthan,2013-14,Foodgrains,Rice,312.6,145.6,2147,2013,"Financial Year (Apr - Mar), 2013"
Himachal Pradesh,2017-18,Non Foodgrains,Sugarcane,36.7,1.9,19600,2017,"Financial Year (Apr - Mar), 2017"
Delhi,2015-16,Foodgrains,Wheat,85.6,19.4,4419,2015,"Financial Year (Apr - Mar), 2015"
Haryana,2015-16,Foodgrains,Coarse Cereals,796,458,1738,2015,"Financial Year (Apr - Mar), 2015"
Mizoram,2017-18,Non Foodgrains,Oilseeds,2.4,2.2,1113,2017,"Financial Year (Apr - Mar), 2017"
Rajasthan,2015-16,Foodgrains,Pulses,1990.2,3866.7,515,2015,"Financial Year (Apr - Mar), 2015"
West Bengal,2017-18,Vegetables,Vegetables,27695.3,1400.3,,2017,"Financial Year (Apr - Mar), 2017"
Goa,2013-14,Foodgrains,Wheat,,,3255,2013,"Financial Year (Apr - Mar), 2013"
Jharkhand,2012-13,Non Foodgrains,Sugarcane,461.9,6.7,69042,2012,"Financial Year (Apr - Mar), 2012"
Karnataka,2019-20,Non Foodgrains,Oilseeds,1039.7,1014,1025,2019,"Financial Year (Apr - Mar), 2019"
Arunachal Pradesh,2014-15,Foodgrains,Pulses,14.5,11.5,1263,2014,"Financial Year (Apr - Mar), 2014"
Puducherry,2012-13,Non Foodgrains,Oilseeds,0.9,0.5,1890,2012,"Financial Year (Apr - Mar), 2012"
Assam,2019-20,Non Foodgrains,Cotton (Lintt),,,,2019,"Financial Year (Apr - Mar), 2019"
Sikkim,2015-16,Vegetables,Vegetables,106.9,20.3,,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,2019-20,Vegetables,Vegetables,17.4,2.6,,2019,"Financial Year (Apr - Mar), 2019"
Telangana,2019-20,Vegetables,Vegetables,2015.3,114.2,,2019,"Financial Year (Apr - Mar), 2019"
Karnataka,2014-15,Foodgrains,Pulses,1390,2313,601,2014,"Financial Year (Apr - Mar), 2014"
Punjab,2017-18,Non Foodgrains,Oilseeds,59.5,40.1,1482,2017,"Financial Year (Apr - Mar), 2017"
West Bengal,2018-19,Foodgrains,Pulses,368.4,462.8,796,2018,"Financial Year (Apr - Mar), 2018"
Odisha,2012-13,Non Foodgrains,Oilseeds,170.3,243.3,700,2012,"Financial Year (Apr - Mar), 2012"
Assam,2012-13,Non Foodgrains,Raw Jute & Mesta,583.1,69.6,1509,2012,"Financial Year (Apr - Mar), 2012"
Sikkim,2015-16,Foodgrains,Pulses,5.4,5.7,954,2015,"Financial Year (Apr - Mar), 2015"
Himachal Pradesh,2018-19,Foodgrains,Rice,114.9,71.8,1600,2018,"Financial Year (Apr - Mar), 2018"
Maharashtra,2018-19,Non Foodgrains,Sugarcane,89768.2,1162.8,77200,2018,"Financial Year (Apr - Mar), 2018"
Jammu and Kashmir,2016-17,Fruits,Fruits,2241.1,338.8,,2016,"Financial Year (Apr - Mar), 2016"
Assam,2014-15,Fruits,Fruits,2030.1,145.2,,2014,"Financial Year (Apr - Mar), 2014"
Assam,2012-13,Fruits,Fruits,2073.8,150.7,,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2011-12,Foodgrains,Rice,7458.7,1903.8,3918,2011,"Financial Year (Apr - Mar), 2011"
Himachal Pradesh,2016-17,Non Foodgrains,Cotton (Lintt),,,,2016,"Financial Year (Apr - Mar), 2016"
Nagaland,2013-14,Foodgrains,Rice,429.6,189.5,2267,2013,"Financial Year (Apr - Mar), 2013"
Arunachal Pradesh,2013-14,Foodgrains,Pulses,11.2,9.7,1155,2013,"Financial Year (Apr - Mar), 2013"
Jammu and Kashmir,2012-13,Non Foodgrains,Sugarcane,,,,2012,"Financial Year (Apr - Mar), 2012"
Goa,2017-18,Foodgrains,Pulses,4.8,5.5,870,2017,"Financial Year (Apr - Mar), 2017"
Maharashtra,2014-15,Fruits,Fruits,11089.5,742.3,,2014,"Financial Year (Apr - Mar), 2014"
Maharashtra,2019-20,Foodgrains,Coarse Cereals,4392.6,4223.9,1040,2019,"Financial Year (Apr - Mar), 2019"
Tripura,2012-13,Non Foodgrains,Raw Jute & Mesta,10.3,1.3,1453,2012,"Financial Year (Apr - Mar), 2012"
Puducherry,2017-18,Foodgrains,Pulses,1.2,1.3,955,2017,"Financial Year (Apr - Mar), 2017"
Andhra Pradesh,2017-18,Vegetables,Vegetables,6908.3,243,,2017,"Financial Year (Apr - Mar), 2017"
Mizoram,2011-12,Foodgrains,Wheat,,,,2011,"Financial Year (Apr - Mar), 2011"
Tamil Nadu,2018-19,Foodgrains,Pulses,551.2,850.5,648,2018,"Financial Year (Apr - Mar), 2018"
Bihar,2012-13,Fruits,Fruits,4249.2,301.5,,2012,"Financial Year (Apr - Mar), 2012"
Kerala,2017-18,Vegetables,Vegetables,2516.5,110.8,,2017,"Financial Year (Apr - Mar), 2017"
Maharashtra,2013-14,Non Foodgrains,Oilseeds,5293.9,4148,1276,2013,"Financial Year (Apr - Mar), 2013"
Telangana,2014-15,Non Foodgrains,Raw Jute & Mesta,1,,,2014,"Financial Year (Apr - Mar), 2014"
Karnataka,2018-19,Non Foodgrains,Oilseeds,782.6,949.2,824,2018,"Financial Year (Apr - Mar), 2018"
Sikkim,2011-12,Foodgrains,Rice,20.9,12.1,1730,2011,"Financial Year (Apr - Mar), 2011"
Tamil Nadu,2017-18,Foodgrains,Wheat,,,,2017,"Financial Year (Apr - Mar), 2017"
Uttarakhand,2012-13,Foodgrains,Wheat,858.2,358.1,2396,2012,"Financial Year (Apr - Mar), 2012"
Kerala,2017-18,Non Foodgrains,Cotton (Lintt),,,,2017,"Financial Year (Apr - Mar), 2017"
Tripura,2012-13,Non Foodgrains,Oilseeds,2.4,4.8,506,2012,"Financial Year (Apr - Mar), 2012"
Manipur,2014-15,Non Foodgrains,Sugarcane,339.3,5.9,58002,2014,"Financial Year (Apr - Mar), 2014"
Rajasthan,2016-17,Foodgrains,Pulses,3181.2,5271.2,604,2016,"Financial Year (Apr - Mar), 2016"
Rajasthan,2014-15,Non Foodgrains,Cotton (Lintt),1527,487,533,2014,"Financial Year (Apr - Mar), 2014"
Telangana,2012-13,Foodgrains,Coarse Cereals,3085.9,798.2,3866,2012,"Financial Year (Apr - Mar), 2012"
Chhattisgarh,2014-15,Non Foodgrains,Sugarcane,49.3,18.5,2665,2014,"Financial Year (Apr - Mar), 2014"
Assam,2013-14,Foodgrains,Pulses,104.3,150,695,2013,"Financial Year (Apr - Mar), 2013"
Gujarat,2016-17,Foodgrains,Pulses,818,942,868,2016,"Financial Year (Apr - Mar), 2016"
Mizoram,2012-13,Foodgrains,Coarse Cereals,8,6.1,1314,2012,"Financial Year (Apr - Mar), 2012"
Maharashtra,2012-13,Fruits,Fruits,9785,1549,,2012,"Financial Year (Apr - Mar), 2012"
Bihar,2019-20,Non Foodgrains,Oilseeds,124.7,113.2,1102,2019,"Financial Year (Apr - Mar), 2019"
Telangana,2015-16,Non Foodgrains,Sugarcane,2405,35,68714,2015,"Financial Year (Apr - Mar), 2015"
Karnataka,2011-12,Non Foodgrains,Oilseeds,942,1416,665,2011,"Financial Year (Apr - Mar), 2011"
Jammu and Kashmir,2018-19,Non Foodgrains,Cotton (Lintt),,,,2018,"Financial Year (Apr - Mar), 2018"
Nagaland,2012-13,Non Foodgrains,Oilseeds,67.5,64.5,1047,2012,"Financial Year (Apr - Mar), 2012"
Gujarat,2017-18,Foodgrains,Wheat,3069,1059,,2017,"Financial Year (Apr - Mar), 2017"
West Bengal,2016-17,Vegetables,Vegetables,25505.7,1387,,2016,"Financial Year (Apr - Mar), 2016"
Manipur,2013-14,Foodgrains,Pulses,29.9,31.9,937,2013,"Financial Year (Apr - Mar), 2013"
Karnataka,2018-19,Foodgrains,Wheat,163.6,150.1,1770,2018,"Financial Year (Apr - Mar), 2018"
Haryana,2012-13,Non Foodgrains,Sugarcane,7437,101,73634,2012,"Financial Year (Apr - Mar), 2012"
Kerala,2012-13,Foodgrains,Pulses,3.2,3.2,1029,2012,"Financial Year (Apr - Mar), 2012"
Nagaland,2017-18,Vegetables,Vegetables,561.6,46.2,,2017,"Financial Year (Apr - Mar), 2017"
Puducherry,2011-12,Foodgrains,Rice,42.1,16.6,2538,2011,"Financial Year (Apr - Mar), 2011"
Rajasthan,2011-12,Non Foodgrains,Oilseeds,5744.5,4622.7,1243,2011,"Financial Year (Apr - Mar), 2011"
Sikkim,2015-16,Foodgrains,Rice,13.1,10.7,1230,2015,"Financial Year (Apr - Mar), 2015"
Manipur,2018-19,Non Foodgrains,Oilseeds,32.2,37.7,855,2018,"Financial Year (Apr - Mar), 2018"
Madhya Pradesh,2016-17,Non Foodgrains,Cotton (Lintt),2050.7,599,582,2016,"Financial Year (Apr - Mar), 2016"
Tripura,2017-18,Foodgrains,Pulses,19.3,27.2,710,2017,"Financial Year (Apr - Mar), 2017"
Kerala,2013-14,Foodgrains,Pulses,2.8,2.6,1108,2013,"Financial Year (Apr - Mar), 2013"
Himachal Pradesh,2018-19,Foodgrains,Pulses,54,27.9,1938,2018,"Financial Year (Apr - Mar), 2018"
Madhya Pradesh,2018-19,Non Foodgrains,Oilseeds,8294.3,6654,1247,2018,"Financial Year (Apr - Mar), 2018"
Delhi,2013-14,Foodgrains,Coarse Cereals,7.8,4.9,1601,2013,"Financial Year (Apr - Mar), 2013"
Tamil Nadu,2018-19,Fruits,Fruits,5768,294,,2018,"Financial Year (Apr - Mar), 2018"
Bihar,2014-15,Vegetables,Vegetables,14467.2,842,,2014,"Financial Year (Apr - Mar), 2014"
Gujarat,2016-17,Foodgrains,Coarse Cereals,1937,1028,1884,2016,"Financial Year (Apr - Mar), 2016"
Maharashtra,2018-19,Foodgrains,Pulses,2682.5,4002.2,670,2018,"Financial Year (Apr - Mar), 2018"
Rajasthan,2019-20,Foodgrains,Pulses,4497.1,6339.6,709,2019,"Financial Year (Apr - Mar), 2019"
Uttar Pradesh,2016-17,Fruits,Fruits,10302.8,474.9,,2016,"Financial Year (Apr - Mar), 2016"
Tamil Nadu,2013-14,Non Foodgrains,Oilseeds,964.2,408.2,2362,2013,"Financial Year (Apr - Mar), 2013"
Delhi,2019-20,Foodgrains,Rice,16.8,5.8,2877,2019,"Financial Year (Apr - Mar), 2019"
Punjab,2017-18,Fruits,Fruits,1908.9,90.6,,2017,"Financial Year (Apr - Mar), 2017"
West Bengal,2013-14,Non Foodgrains,Oilseeds,909.9,770.3,1181,2013,"Financial Year (Apr - Mar), 2013"
Nagaland,2014-15,Fruits,Fruits,411,40.6,,2014,"Financial Year (Apr - Mar), 2014"
Arunachal Pradesh,2013-14,Foodgrains,Coarse Cereals,92.8,69.7,1331,2013,"Financial Year (Apr - Mar), 2013"
West Bengal,2012-13,Foodgrains,Wheat,895.9,321.6,2786,2012,"Financial Year (Apr - Mar), 2012"
Nagaland,2018-19,Fruits,Fruits,315.3,33.9,,2018,"Financial Year (Apr - Mar), 2018"
Punjab,2015-16,Foodgrains,Wheat,16077,3508,4583,2015,"Financial Year (Apr - Mar), 2015"
Arunachal Pradesh,2011-12,Foodgrains,Rice,255,123.5,2065,2011,"Financial Year (Apr - Mar), 2011"
Tripura,2013-14,Non Foodgrains,Oilseeds,4.6,6.1,759,2013,"Financial Year (Apr - Mar), 2013"
Madhya Pradesh,2016-17,Fruits,Fruits,6935.6,351.4,,2016,"Financial Year (Apr - Mar), 2016"
Punjab,2012-13,Fruits,Fruits,1502.5,74.9,,2012,"Financial Year (Apr - Mar), 2012"
Chhattisgarh,2011-12,Foodgrains,Wheat,133.1,108.5,1227,2011,"Financial Year (Apr - Mar), 2011"
Andhra Pradesh,2018-19,Non Foodgrains,Oilseeds,504.4,857,589,2018,"Financial Year (Apr - Mar), 2018"
Andhra Pradesh,2013-14,Non Foodgrains,Sugarcane,12008.8,153,78509,2013,"Financial Year (Apr - Mar), 2013"
Mizoram,2019-20,Foodgrains,Pulses,5.5,4.1,1353,2019,"Financial Year (Apr - Mar), 2019"
Andhra Pradesh,2017-18,Fruits,Fruits,15215.9,650.5,,2017,"Financial Year (Apr - Mar), 2017"
Himachal Pradesh,2014-15,Fruits,Fruits,751.9,224.4,,2014,"Financial Year (Apr - Mar), 2014"
Jammu and Kashmir,2011-12,Foodgrains,Rice,544.7,262.2,2078,2011,"Financial Year (Apr - Mar), 2011"
Uttar Pradesh,2019-20,Foodgrains,Rice,15517.9,5737,2705,2019,"Financial Year (Apr - Mar), 2019"
Gujarat,2014-15,Vegetables,Vegetables,11861.2,603.1,,2014,"Financial Year (Apr - Mar), 2014"
Bihar,2016-17,Non Foodgrains,Sugarcane,13036,239.6,54415,2016,"Financial Year (Apr - Mar), 2016"
Jharkhand,2013-14,Foodgrains,Wheat,370.4,174.5,4722,2013,"Financial Year (Apr - Mar), 2013"
Bihar,2015-16,Fruits,Fruits,4230.6,306.2,,2015,"Financial Year (Apr - Mar), 2015"
Karnataka,2016-17,Fruits,Fruits,7218.4,418.3,,2016,"Financial Year (Apr - Mar), 2016"
Assam,2015-16,Fruits,Fruits,2077.8,145.7,,2015,"Financial Year (Apr - Mar), 2015"
Delhi,2015-16,Foodgrains,Pulses,1.2,0.4,3270,2015,"Financial Year (Apr - Mar), 2015"
Uttarakhand,2011-12,Foodgrains,Wheat,878,369,2379,2011,"Financial Year (Apr - Mar), 2011"
Tripura,2012-13,Foodgrains,Rice,713.2,254.7,2800,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2015-16,Foodgrains,Coarse Cereals,3406.6,867.2,3928,2015,"Financial Year (Apr - Mar), 2015"
Uttar Pradesh,2013-14,Vegetables,Vegetables,18545,859.4,,2013,"Financial Year (Apr - Mar), 2013"
Arunachal Pradesh,2013-14,Vegetables,Vegetables,35,1.4,,2013,"Financial Year (Apr - Mar), 2013"
Madhya Pradesh,2018-19,Fruits,Fruits,7465,357,,2018,"Financial Year (Apr - Mar), 2018"
Maharashtra,2011-12,Foodgrains,Coarse Cereals,6122,5198,1178,2011,"Financial Year (Apr - Mar), 2011"
Himachal Pradesh,2017-18,Foodgrains,Coarse Cereals,750.3,306,2452,2017,"Financial Year (Apr - Mar), 2017"
Arunachal Pradesh,2016-17,Non Foodgrains,Sugarcane,37.7,1.8,21397,2016,"Financial Year (Apr - Mar), 2016"
West Bengal,2013-14,Fruits,Fruits,2909.7,223.5,,2013,"Financial Year (Apr - Mar), 2013"
Punjab,2018-19,Non Foodgrains,Cotton (Lintt),1222,268,775,2018,"Financial Year (Apr - Mar), 2018"
Goa,2011-12,Foodgrains,Pulses,8.3,9.9,836,2011,"Financial Year (Apr - Mar), 2011"
Rajasthan,2018-19,Fruits,Fruits,919.9,62.4,,2018,"Financial Year (Apr - Mar), 2018"
Tamil Nadu,2011-12,Non Foodgrains,Cotton (Lintt),450,133,575,2011,"Financial Year (Apr - Mar), 2011"
Assam,2018-19,Non Foodgrains,Sugarcane,1093.9,31.2,35063,2018,"Financial Year (Apr - Mar), 2018"
Chhattisgarh,2011-12,Foodgrains,Rice,6028.4,3773.8,1597,2011,"Financial Year (Apr - Mar), 2011"
Uttarakhand,2016-17,Foodgrains,Rice,630,261,2414,2016,"Financial Year (Apr - Mar), 2016"
Jharkhand,2019-20,Foodgrains,Pulses,814.9,791.5,1030,2019,"Financial Year (Apr - Mar), 2019"
Delhi,2016-17,Foodgrains,Wheat,87.2,19.7,4434,2016,"Financial Year (Apr - Mar), 2016"
Tamil Nadu,2012-13,Foodgrains,Rice,4049.9,1493.1,2712,2012,"Financial Year (Apr - Mar), 2012"
Meghalaya,2013-14,Foodgrains,Pulses,3.2,2.9,1126,2013,"Financial Year (Apr - Mar), 2013"
Tripura,2019-20,Non Foodgrains,Cotton (Lintt),,,,2019,"Financial Year (Apr - Mar), 2019"
Assam,2015-16,Non Foodgrains,Cotton (Lintt),,,,2015,"Financial Year (Apr - Mar), 2015"
Meghalaya,2017-18,Fruits,Fruits,316.5,32.8,,2017,"Financial Year (Apr - Mar), 2017"
Madhya Pradesh,2016-17,Foodgrains,Rice,4226.8,2289,1847,2016,"Financial Year (Apr - Mar), 2016"
Uttar Pradesh,2012-13,Foodgrains,Wheat,30301.9,9734,3113,2012,"Financial Year (Apr - Mar), 2012"
Manipur,2019-20,Non Foodgrains,Oilseeds,27.4,32.4,846,2019,"Financial Year (Apr - Mar), 2019"
Kerala,2019-20,Non Foodgrains,Cotton (Lintt),,,,2019,"Financial Year (Apr - Mar), 2019"
Chhattisgarh,2015-16,Non Foodgrains,Raw Jute & Mesta,2.3,1.2,345,2015,"Financial Year (Apr - Mar), 2015"
Jammu and Kashmir,2018-19,Foodgrains,Pulses,10.6,19.9,535,2018,"Financial Year (Apr - Mar), 2018"
Nagaland,2015-16,Foodgrains,Pulses,43.1,37.5,1150,2015,"Financial Year (Apr - Mar), 2015"
Assam,2013-14,Vegetables,Vegetables,3031.9,281.4,,2013,"Financial Year (Apr - Mar), 2013"
Madhya Pradesh,2013-14,Fruits,Fruits,5696,203.8,,2013,"Financial Year (Apr - Mar), 2013"
Puducherry,2015-16,Non Foodgrains,Cotton (Lintt),,,,2015,"Financial Year (Apr - Mar), 2015"
Karnataka,2012-13,Foodgrains,Pulses,1259.3,2269,555,2012,"Financial Year (Apr - Mar), 2012"
Meghalaya,2018-19,Foodgrains,Wheat,0.9,0.5,1497,2018,"Financial Year (Apr - Mar), 2018"
Telangana,2017-18,Foodgrains,Wheat,5.6,4,1388,2017,"Financial Year (Apr - Mar), 2017"
Tripura,2019-20,Non Foodgrains,Sugarcane,36.4,0.7,52940,2019,"Financial Year (Apr - Mar), 2019"
Jharkhand,2016-17,Foodgrains,Pulses,806.5,804.6,1002,2016,"Financial Year (Apr - Mar), 2016"
West Bengal,2016-17,Non Foodgrains,Oilseeds,908.7,792.2,1147,2016,"Financial Year (Apr - Mar), 2016"
West Bengal,2012-13,Foodgrains,Pulses,192.3,201.9,952,2012,"Financial Year (Apr - Mar), 2012"
Assam,2016-17,Non Foodgrains,Raw Jute & Mesta,824.1,78.7,1885,2016,"Financial Year (Apr - Mar), 2016"
Tripura,2015-16,Vegetables,Vegetables,793.2,46.5,,2015,"Financial Year (Apr - Mar), 2015"
