ROWID,Country,State lgd code,State,YearCode,Year,Type of production of crops,Crop type,Crop production,Area,Estimate of yield
197,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Coarse Cereals,522.3670956330692,307.8199825779479205,1697
198,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Pulses,9.073615968224772,14.4397329386802828,631
199,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Rice,630.6650926731712,297.0877486370368995,2123
200,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Wheat,528.3186071821198,271.3303871788504491,
201,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",Fruits,Fruits,2064.198849889586,279.2332139898849282,
202,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Cotton (Lintt),,,
203,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Oilseeds,31.8064387703363,53.0757751259599584,599
204,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Sugarcane,0.2926972892975733,0.1951315261983822,1500
205,India,1,Jammu And Kashmir,2015,"Financial Year (Apr - Mar), 2015",Vegetables,Vegetables,1352.6517396071854,61.0761677000936286,
206,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Coarse Cereals,547.343930986462,325.0891226465047452,1684
207,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Pulses,10.049273599216683,18.3423634626479268,547
208,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Rice,558.2712964535715,276.5013726231075774,2019
209,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Wheat,463.92520353665367,283.2334102769517633,
210,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",Fruits,Fruits,2186.5463168159717,330.5528053800594468,
211,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Cotton (Lintt),,,
212,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Oilseeds,27.903808246368655,53.3684724152575317,523
213,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Sugarcane,,,
214,India,1,Jammu And Kashmir,2016,"Financial Year (Apr - Mar), 2016",Vegetables,Vegetables,1376.0675227509912,57.2711029392251757,
215,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Coarse Cereals,546.270707592371,319.1376110974540881,1712
216,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Pulses,10.049273599216683,18.6350607519455001,553
217,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Rice,500.60993046194955,266.9399278393868496,1876
218,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Wheat,475.5355293454574,292.1118947189781534,
219,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",Fruits,Fruits,2297.868852512149,319.4303083867516614,
220,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Cotton (Lintt),,,
221,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Oilseeds,38.4409106610813,50.5390652853809898,760
222,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Sugarcane,0,,
223,India,1,Jammu And Kashmir,2017,"Financial Year (Apr - Mar), 2017",Vegetables,Vegetables,1196.156255596083,54.9295246248445893,
224,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Coarse Cereals,579.7357643353935,291.4289343772838157,1989
225,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Pulses,10.341970888514256,19.4155868567390289,535
226,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Rice,600.8099691648188,255.622299319880682,2350
227,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Wheat,655.544362263465,281.3796607780671324,
228,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",Fruits,Fruits,2501.878863152557,336.9921457446060594,
229,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Cotton (Lintt),,,
230,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Oilseeds,54.92952462484459,50.5390652853809898,1086
231,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Sugarcane,0,,
232,India,1,Jammu And Kashmir,2018,"Financial Year (Apr - Mar), 2018",Vegetables,Vegetables,1304.5518183992842,58.6370236226138511,
233,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Coarse Cereals,538.2703150182373,286.7457777485226429,1877
234,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Pulses,43.124067289842465,16.8788770161600603,2559
235,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Rice,572.7110293922517,273.6719654932310355,2093
236,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Wheat,476.41362121335015,237.9628961989270929,
237,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",Fruits,Fruits,2450.2665744730853,321.2840578856362923,
238,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Cotton (Lintt),,,
239,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Oilseeds,41.27031779095783,48.0999212079012123,859
240,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Sugarcane,0,,
241,India,1,Jammu And Kashmir,2019,"Financial Year (Apr - Mar), 2019",Vegetables,Vegetables,1304.5518183992842,58.6370236226138511,
242,India,2,Himachal Pradesh,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Coarse Cereals,627.6,356.9,1758
243,India,2,Himachal Pradesh,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Pulses,18,56.8,333
244,India,2,Himachal Pradesh,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Rice,103,83.3,1236
245,India,2,Himachal Pradesh,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Wheat,595.8,378.1,1576
246,India,2,Himachal Pradesh,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Cotton (Lintt),0.3,0.1,510
247,India,2,Himachal Pradesh,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Oilseeds,7.2,22,327
248,India,2,Himachal Pradesh,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Sugarcane,28.1,2.1,13381
249,India,2,Himachal Pradesh,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Coarse Cereals,687,357.5,1922
250,India,2,Himachal Pradesh,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Pulses,17.6,54.6,328
251,India,2,Himachal Pradesh,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Rice,110.3,81.9,1347
252,India,2,Himachal Pradesh,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Wheat,593.5,366.7,1618
253,India,2,Himachal Pradesh,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Cotton (Lintt),0.3,0.1,510
254,India,2,Himachal Pradesh,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Oilseeds,7.4,21.3,347
255,India,2,Himachal Pradesh,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Sugarcane,28.7,2.2,13045
256,India,2,Himachal Pradesh,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Coarse Cereals,706.1,356.4,1980
257,India,2,Himachal Pradesh,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Pulses,12.2,54.4,230
258,India,2,Himachal Pradesh,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Rice,101.9,82.3,1238
259,India,2,Himachal Pradesh,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Wheat,412.6,373.9,1104
260,India,2,Himachal Pradesh,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Cotton (Lintt),0.3,0.1,510
261,India,2,Himachal Pradesh,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Oilseeds,4.7,20.8,226
262,India,2,Himachal Pradesh,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Sugarcane,26.1,2.4,10875
263,India,2,Himachal Pradesh,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Coarse Cereals,682,356.2,1914
264,India,2,Himachal Pradesh,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Pulses,17.7,54.1,338
265,India,2,Himachal Pradesh,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Rice,112.2,82.6,1358
266,India,2,Himachal Pradesh,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Wheat,599.3,378.8,1582
267,India,2,Himachal Pradesh,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Cotton (Lintt),0.4,0.2,340
268,India,2,Himachal Pradesh,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Oilseeds,8.2,21.2,387
269,India,2,Himachal Pradesh,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Sugarcane,53.5,3,17833
270,India,2,Himachal Pradesh,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Coarse Cereals,703.3,349.4,2013
271,India,2,Himachal Pradesh,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Pulses,14.8,52.4,287
272,India,2,Himachal Pradesh,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Rice,111.2,82.6,1346
273,India,2,Himachal Pradesh,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Wheat,537.1,380.8,1410
274,India,2,Himachal Pradesh,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Cotton (Lintt),0.2,0.1,340
275,India,2,Himachal Pradesh,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Oilseeds,9.5,20.2,470
276,India,2,Himachal Pradesh,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Sugarcane,67,3.2,20938
277,India,2,Himachal Pradesh,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Coarse Cereals,637.5,350.8,1817
278,India,2,Himachal Pradesh,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Pulses,11.4,35.1,325
279,India,2,Himachal Pradesh,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Rice,108.6,81.7,1329
280,India,2,Himachal Pradesh,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Wheat,531,357.2,1487
281,India,2,Himachal Pradesh,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Cotton (Lintt),0.3,0.3,170
282,India,2,Himachal Pradesh,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Oilseeds,9.4,19.8,475
283,India,2,Himachal Pradesh,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Sugarcane,70.3,3.4,20676
284,India,2,Himachal Pradesh,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Coarse Cereals,666.9,354.1,1883
285,India,2,Himachal Pradesh,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Pulses,12.6,34.9,361
286,India,2,Himachal Pradesh,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Rice,120.4,86.2,1397
287,India,2,Himachal Pradesh,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Wheat,641.3,377.3,1700
288,India,2,Himachal Pradesh,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Cotton (Lintt),0.2,0.1,340
289,India,2,Himachal Pradesh,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Oilseeds,9.1,19,479
290,India,2,Himachal Pradesh,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Sugarcane,139.1,3.8,36605
291,India,2,Himachal Pradesh,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Coarse Cereals,718.6,348.6,2061
292,India,2,Himachal Pradesh,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Pulses,12.9,35.2,366
293,India,2,Himachal Pradesh,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Rice,117.8,82.1,1435
294,India,2,Himachal Pradesh,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Wheat,641.4,377.4,1700
295,India,2,Himachal Pradesh,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Cotton (Lintt),,0,
296,India,2,Himachal Pradesh,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Oilseeds,9.9,19.2,516
297,India,2,Himachal Pradesh,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Sugarcane,120.2,3.3,36424
298,India,2,Himachal Pradesh,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Coarse Cereals,725.8,341,2128
299,India,2,Himachal Pradesh,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Pulses,14.8,31.5,470
300,India,2,Himachal Pradesh,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Rice,120.4,80.2,1501
301,India,2,Himachal Pradesh,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Wheat,583.3,370.6,1574
302,India,2,Himachal Pradesh,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Cotton (Lintt),0.1,,
303,India,2,Himachal Pradesh,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Oilseeds,10.2,19.4,526
304,India,2,Himachal Pradesh,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Sugarcane,67.4,3,22467
305,India,2,Himachal Pradesh,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Coarse Cereals,716.3,338.7,2115
306,India,2,Himachal Pradesh,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Pulses,19.7,31.3,629
307,India,2,Himachal Pradesh,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Rice,124.9,81.5,1533
308,India,2,Himachal Pradesh,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Wheat,251.3,362.7,693
309,India,2,Himachal Pradesh,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Cotton (Lintt),0.1,,
310,India,2,Himachal Pradesh,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Oilseeds,10.1,18.3,552
311,India,2,Himachal Pradesh,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Sugarcane,60.5,2.8,21607
312,India,2,Himachal Pradesh,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Coarse Cereals,814.8,341.2,2388
313,India,2,Himachal Pradesh,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Pulses,11.1,30.8,360
314,India,2,Himachal Pradesh,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Rice,137.4,80.6,1705
316,India,2,Himachal Pradesh,2001,"Financial Year (Apr - Mar), 2001",Fruits,Fruits,263.4,223,
317,India,2,Himachal Pradesh,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Cotton (Lintt),0.1,,
318,India,2,Himachal Pradesh,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Oilseeds,10,18.1,552
319,India,2,Himachal Pradesh,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Sugarcane,82.7,3,27567
320,India,2,Himachal Pradesh,2001,"Financial Year (Apr - Mar), 2001",Vegetables,Vegetables,639.1,34.6,
321,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Coarse Cereals,524.9,336.7,1559
322,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Pulses,16.7,33.6,497
323,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Rice,85.7,83.3,1029
324,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Wheat,495.6,359.4,1379
325,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",Fruits,Fruits,480.4,165.1,
326,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Cotton (Lintt),0.1,,
327,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Oilseeds,8.2,15.7,522
328,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Sugarcane,49.1,2.9,16931
329,India,2,Himachal Pradesh,2002,"Financial Year (Apr - Mar), 2002",Vegetables,Vegetables,775.7,44.3,
330,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Coarse Cereals,771.8,335.8,2298
331,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Pulses,9,29.3,307
332,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Rice,120.6,81.3,1483
333,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Wheat,498,361,1380
334,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",Fruits,Fruits,588.2,201.8,
335,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Cotton (Lintt),,,
336,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Oilseeds,9.2,16.2,568
337,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Sugarcane,50,3,16667
338,India,2,Himachal Pradesh,2003,"Financial Year (Apr - Mar), 2003",Vegetables,Vegetables,877.2,59.3,
339,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Coarse Cereals,788.2,363.3,2170
340,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Pulses,18.1,32.3,560
341,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Rice,122,81,1506
342,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Wheat,684,362,1890
343,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",Fruits,Fruits,720.6,207.3,
344,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Cotton (Lintt),0.1,,
345,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Oilseeds,12,19,632
346,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Sugarcane,61.9,2.9,21345
347,India,2,Himachal Pradesh,2004,"Financial Year (Apr - Mar), 2004",Vegetables,Vegetables,1013.5,59.1,
348,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Coarse Cereals,570.7,332.7,1715
349,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Pulses,19.6,27.5,713
350,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Rice,112.1,79.4,1412
351,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Wheat,679,358.5,1894
352,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",Fruits,Fruits,692.4,182.7,
353,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Cotton (Lintt),,0.1,
354,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Oilseeds,5.2,15.1,344
355,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Sugarcane,25.1,2.6,9654
356,India,2,Himachal Pradesh,2005,"Financial Year (Apr - Mar), 2005",Vegetables,Vegetables,1062.2,62.6,
357,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Coarse Cereals,728.2,334,2180
358,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Pulses,28.9,31,932
359,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Rice,123.5,79.2,1559
360,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Wheat,501.6,362.2,1385
361,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",Fruits,Fruits,369.1,197.4,
362,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Cotton (Lintt),0.1,0.1,170
363,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Oilseeds,7.1,14.9,477
364,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Sugarcane,59,3,19667
365,India,2,Himachal Pradesh,2006,"Financial Year (Apr - Mar), 2006",Vegetables,Vegetables,1150.7,63.8,
366,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Coarse Cereals,896.2,333.3,2689
367,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Pulses,36,33.9,1062
368,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Rice,121.5,78.6,1546
369,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Wheat,504.4,366.6,1376
370,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",Fruits,Fruits,713,202.4,
371,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Cotton (Lintt),0.2,0.1,340
372,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Oilseeds,6.5,14.7,442
373,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Sugarcane,58.4,2.7,21630
374,India,2,Himachal Pradesh,2007,"Financial Year (Apr - Mar), 2007",Vegetables,Vegetables,1150.7,63.8,
375,India,2,Himachal Pradesh,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Coarse Cereals,712.1,328.7,2166
376,India,2,Himachal Pradesh,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Pulses,23.5,31,758
