ROWID,Country,State lgd code,State,YearCode,Year,Gender,Life expectancy
1308,India,32,Kerala,2008,"Calendar Year (Jan - Dec), 2008",Female,77.4
1309,India,32,Kerala,2008,"Calendar Year (Jan - Dec), 2008",Male,71.2
1310,India,32,Kerala,2008,"Calendar Year (Jan - Dec), 2008",Total,74.3
1311,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",Female,77.2
1312,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",Male,71.3
1313,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",Total,74.3
1314,India,32,Kerala,2010,"Calendar Year (Jan - Dec), 2010",Female,76.9
1315,India,32,Kerala,2010,"Calendar Year (Jan - Dec), 2010",Male,71.5
1316,India,32,Kerala,2010,"Calendar Year (Jan - Dec), 2010",Total,74.2
1317,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",Female,77.3
1318,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",Male,71.5
1319,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",Total,74.4
1320,India,32,Kerala,2012,"Calendar Year (Jan - Dec), 2012",Female,77.7
1321,India,32,Kerala,2012,"Calendar Year (Jan - Dec), 2012",Male,71.6
1322,India,32,Kerala,2012,"Calendar Year (Jan - Dec), 2012",Total,74.7
1323,India,32,Kerala,2013,"Calendar Year (Jan - Dec), 2013",Female,77.8
1324,India,32,Kerala,2013,"Calendar Year (Jan - Dec), 2013",Male,71.8
1325,India,32,Kerala,2013,"Calendar Year (Jan - Dec), 2013",Total,74.8
1326,India,32,Kerala,2014,"Calendar Year (Jan - Dec), 2014",Female,77.8
1327,India,32,Kerala,2014,"Calendar Year (Jan - Dec), 2014",Male,72
1328,India,32,Kerala,2014,"Calendar Year (Jan - Dec), 2014",Total,74.9
1329,India,32,Kerala,2015,"Calendar Year (Jan - Dec), 2015",Female,78.2
1330,India,32,Kerala,2015,"Calendar Year (Jan - Dec), 2015",Male,72.2
1331,India,32,Kerala,2015,"Calendar Year (Jan - Dec), 2015",Total,75.2
1332,India,32,Kerala,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
1333,India,32,Kerala,2016,"Calendar Year (Jan - Dec), 2016",Male,72.2
1334,India,32,Kerala,2016,"Calendar Year (Jan - Dec), 2016",Total,75.1
1335,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",Female,77.8
1336,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",Male,72.5
1337,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",Total,75.2
1338,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",Female,77.9
1339,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",Male,72.5
1340,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",Total,75.3
1341,India,33,Tamil Nadu,1995,"Calendar Year (Jan - Dec), 1995",Total,63.3
1342,India,33,Tamil Nadu,1997,"Calendar Year (Jan - Dec), 1997",Female,65.1
1343,India,33,Tamil Nadu,1997,"Calendar Year (Jan - Dec), 1997",Male,63.2
1344,India,33,Tamil Nadu,1997,"Calendar Year (Jan - Dec), 1997",Total,64.2
1345,India,33,Tamil Nadu,1998,"Calendar Year (Jan - Dec), 1998",Female,65.5
1346,India,33,Tamil Nadu,1998,"Calendar Year (Jan - Dec), 1998",Male,63.5
1347,India,33,Tamil Nadu,1998,"Calendar Year (Jan - Dec), 1998",Total,64.5
1348,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",Female,65.9
1349,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",Male,63.1
1350,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",Total,64.4
1351,India,33,Tamil Nadu,2000,"Calendar Year (Jan - Dec), 2000",Female,66.2
1352,India,33,Tamil Nadu,2000,"Calendar Year (Jan - Dec), 2000",Male,63.5
1353,India,33,Tamil Nadu,2000,"Calendar Year (Jan - Dec), 2000",Total,64.8
1354,India,33,Tamil Nadu,2001,"Calendar Year (Jan - Dec), 2001",Female,66.7
1355,India,33,Tamil Nadu,2001,"Calendar Year (Jan - Dec), 2001",Male,63.8
1356,India,33,Tamil Nadu,2001,"Calendar Year (Jan - Dec), 2001",Total,65.2
1357,India,33,Tamil Nadu,2002,"Calendar Year (Jan - Dec), 2002",Female,67.2
1358,India,33,Tamil Nadu,2002,"Calendar Year (Jan - Dec), 2002",Male,64.2
1359,India,33,Tamil Nadu,2002,"Calendar Year (Jan - Dec), 2002",Total,65.7
1360,India,33,Tamil Nadu,2003,"Calendar Year (Jan - Dec), 2003",Female,67.6
1361,India,33,Tamil Nadu,2003,"Calendar Year (Jan - Dec), 2003",Male,64.8
1362,India,33,Tamil Nadu,2003,"Calendar Year (Jan - Dec), 2003",Total,66.2
1363,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",Female,68.2
1364,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",Male,65.3
1365,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",Total,66.7
1366,India,33,Tamil Nadu,2005,"Calendar Year (Jan - Dec), 2005",Female,65.7
1367,India,33,Tamil Nadu,2005,"Calendar Year (Jan - Dec), 2005",Male,65.7
1368,India,33,Tamil Nadu,2005,"Calendar Year (Jan - Dec), 2005",Total,67.2
1369,India,33,Tamil Nadu,2006,"Calendar Year (Jan - Dec), 2006",Female,69.2
1370,India,33,Tamil Nadu,2006,"Calendar Year (Jan - Dec), 2006",Male,65.9
1371,India,33,Tamil Nadu,2006,"Calendar Year (Jan - Dec), 2006",Total,67.5
1372,India,33,Tamil Nadu,2007,"Calendar Year (Jan - Dec), 2007",Female,69.6
1373,India,33,Tamil Nadu,2007,"Calendar Year (Jan - Dec), 2007",Male,66.2
1374,India,33,Tamil Nadu,2007,"Calendar Year (Jan - Dec), 2007",Total,67.9
1375,India,33,Tamil Nadu,2008,"Calendar Year (Jan - Dec), 2008",Female,70.1
1376,India,33,Tamil Nadu,2008,"Calendar Year (Jan - Dec), 2008",Male,66.6
1377,India,33,Tamil Nadu,2008,"Calendar Year (Jan - Dec), 2008",Total,68.3
1378,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",Female,70.6
1379,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",Male,66.9
1380,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",Total,68.7
1381,India,33,Tamil Nadu,2010,"Calendar Year (Jan - Dec), 2010",Female,70.9
1382,India,33,Tamil Nadu,2010,"Calendar Year (Jan - Dec), 2010",Male,67.1
1383,India,33,Tamil Nadu,2010,"Calendar Year (Jan - Dec), 2010",Total,68.9
1384,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",Female,71.4
1385,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",Male,67.6
1386,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",Total,69.4
1387,India,33,Tamil Nadu,2012,"Calendar Year (Jan - Dec), 2012",Female,71.9
1388,India,33,Tamil Nadu,2012,"Calendar Year (Jan - Dec), 2012",Male,67.9
1389,India,33,Tamil Nadu,2012,"Calendar Year (Jan - Dec), 2012",Total,69.8
1390,India,33,Tamil Nadu,2013,"Calendar Year (Jan - Dec), 2013",Female,72.3
1391,India,33,Tamil Nadu,2013,"Calendar Year (Jan - Dec), 2013",Male,68.2
1392,India,33,Tamil Nadu,2013,"Calendar Year (Jan - Dec), 2013",Total,70.2
1393,India,33,Tamil Nadu,2014,"Calendar Year (Jan - Dec), 2014",Female,72.7
1394,India,33,Tamil Nadu,2014,"Calendar Year (Jan - Dec), 2014",Male,68.6
1395,India,33,Tamil Nadu,2014,"Calendar Year (Jan - Dec), 2014",Total,70.6
1396,India,33,Tamil Nadu,2015,"Calendar Year (Jan - Dec), 2015",Female,73
1397,India,33,Tamil Nadu,2015,"Calendar Year (Jan - Dec), 2015",Male,69.1
1398,India,33,Tamil Nadu,2015,"Calendar Year (Jan - Dec), 2015",Total,71
1399,India,33,Tamil Nadu,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
1400,India,33,Tamil Nadu,2016,"Calendar Year (Jan - Dec), 2016",Male,69.5
1401,India,33,Tamil Nadu,2016,"Calendar Year (Jan - Dec), 2016",Total,71.4
1402,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",Female,73.7
1403,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",Male,69.9
1404,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",Total,71.7
1405,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Female,74.2
1406,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Male,70.2
1407,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",Total,72.1
1408,India,36,Telangana,1995,"Calendar Year (Jan - Dec), 1995",Total,61.8
1409,India,36,Telangana,1997,"Calendar Year (Jan - Dec), 1997",Female,63.5
1410,India,36,Telangana,1997,"Calendar Year (Jan - Dec), 1997",Male,61.2
1411,India,36,Telangana,1997,"Calendar Year (Jan - Dec), 1997",Total,62.4
1412,India,36,Telangana,1998,"Calendar Year (Jan - Dec), 1998",Female,63.7
1413,India,36,Telangana,1998,"Calendar Year (Jan - Dec), 1998",Male,61.4
1414,India,36,Telangana,1998,"Calendar Year (Jan - Dec), 1998",Total,62.6
1415,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",Female,64.1
1416,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",Male,60.9
1417,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",Total,62.5
1418,India,36,Telangana,2000,"Calendar Year (Jan - Dec), 2000",Female,64.4
1419,India,36,Telangana,2000,"Calendar Year (Jan - Dec), 2000",Male,61.1
1420,India,36,Telangana,2000,"Calendar Year (Jan - Dec), 2000",Total,62.7
1421,India,36,Telangana,2001,"Calendar Year (Jan - Dec), 2001",Female,65.1
1422,India,36,Telangana,2001,"Calendar Year (Jan - Dec), 2001",Male,61
1423,India,36,Telangana,2001,"Calendar Year (Jan - Dec), 2001",Total,63
1424,India,36,Telangana,2002,"Calendar Year (Jan - Dec), 2002",Female,65.6
1425,India,36,Telangana,2002,"Calendar Year (Jan - Dec), 2002",Male,61.3
1426,India,36,Telangana,2002,"Calendar Year (Jan - Dec), 2002",Total,63.4
1427,India,36,Telangana,2003,"Calendar Year (Jan - Dec), 2003",Female,66.3
1428,India,36,Telangana,2003,"Calendar Year (Jan - Dec), 2003",Male,61.7
1429,India,36,Telangana,2003,"Calendar Year (Jan - Dec), 2003",Total,63.9
1430,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",Female,67.1
1431,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",Male,62.3
1432,India,36,Telangana,2004,"Calendar Year (Jan - Dec), 2004",Total,64.6
1433,India,36,Telangana,2005,"Calendar Year (Jan - Dec), 2005",Female,67.5
1434,India,36,Telangana,2005,"Calendar Year (Jan - Dec), 2005",Male,62.8
1435,India,36,Telangana,2005,"Calendar Year (Jan - Dec), 2005",Total,65
1436,India,36,Telangana,2006,"Calendar Year (Jan - Dec), 2006",Female,67.8
1437,India,36,Telangana,2006,"Calendar Year (Jan - Dec), 2006",Male,62.9
1438,India,36,Telangana,2006,"Calendar Year (Jan - Dec), 2006",Total,65.3
1439,India,36,Telangana,2007,"Calendar Year (Jan - Dec), 2007",Female,68
1440,India,36,Telangana,2007,"Calendar Year (Jan - Dec), 2007",Male,63.2
1441,India,36,Telangana,2007,"Calendar Year (Jan - Dec), 2007",Total,65.5
1442,India,36,Telangana,2008,"Calendar Year (Jan - Dec), 2008",Female,68.1
1443,India,36,Telangana,2008,"Calendar Year (Jan - Dec), 2008",Male,63.5
1444,India,36,Telangana,2008,"Calendar Year (Jan - Dec), 2008",Total,65.7
1445,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",Female,67.9
1446,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",Male,63.4
1447,India,36,Telangana,2009,"Calendar Year (Jan - Dec), 2009",Total,65.6
1448,India,36,Telangana,2010,"Calendar Year (Jan - Dec), 2010",Female,68.2
1449,India,36,Telangana,2010,"Calendar Year (Jan - Dec), 2010",Male,63.5
1450,India,36,Telangana,2010,"Calendar Year (Jan - Dec), 2010",Total,65.8
1451,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",Female,68.6
1452,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",Male,64
1453,India,36,Telangana,2011,"Calendar Year (Jan - Dec), 2011",Total,66.3
1454,India,36,Telangana,2012,"Calendar Year (Jan - Dec), 2012",Female,69.4
1455,India,36,Telangana,2012,"Calendar Year (Jan - Dec), 2012",Male,64.7
1456,India,36,Telangana,2012,"Calendar Year (Jan - Dec), 2012",Total,67
1457,India,36,Telangana,2013,"Calendar Year (Jan - Dec), 2013",Female,70.4
1458,India,36,Telangana,2013,"Calendar Year (Jan - Dec), 2013",Male,65.5
1459,India,36,Telangana,2013,"Calendar Year (Jan - Dec), 2013",Total,67.9
1460,India,36,Telangana,2014,"Calendar Year (Jan - Dec), 2014",Female,70.8
1461,India,36,Telangana,2014,"Calendar Year (Jan - Dec), 2014",Male,66.3
1462,India,36,Telangana,2014,"Calendar Year (Jan - Dec), 2014",Total,68.5
1463,India,36,Telangana,2015,"Calendar Year (Jan - Dec), 2015",Female,71.2
1464,India,36,Telangana,2015,"Calendar Year (Jan - Dec), 2015",Male,67.1
1465,India,36,Telangana,2015,"Calendar Year (Jan - Dec), 2015",Total,69
1466,India,36,Telangana,2016,"Calendar Year (Jan - Dec), 2016",Female,
1467,India,36,Telangana,2016,"Calendar Year (Jan - Dec), 2016",Male,
1468,India,36,Telangana,2016,"Calendar Year (Jan - Dec), 2016",Total,
1469,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",Female,
1470,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",Male,
1471,India,36,Telangana,2017,"Calendar Year (Jan - Dec), 2017",Total,
1472,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",Female,70.2
1473,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",Male,68.6
1474,India,36,Telangana,2018,"Calendar Year (Jan - Dec), 2018",Total,69.6
1475,India,37,Ladakh,1995,"Calendar Year (Jan - Dec), 1995",Total,
1476,India,37,Ladakh,1997,"Calendar Year (Jan - Dec), 1997",Female,
1477,India,37,Ladakh,1997,"Calendar Year (Jan - Dec), 1997",Male,
1478,India,37,Ladakh,1997,"Calendar Year (Jan - Dec), 1997",Total,
1479,India,37,Ladakh,1998,"Calendar Year (Jan - Dec), 1998",Female,
1480,India,37,Ladakh,1998,"Calendar Year (Jan - Dec), 1998",Male,
1481,India,37,Ladakh,1998,"Calendar Year (Jan - Dec), 1998",Total,
1482,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",Female,
1483,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",Male,
1484,India,37,Ladakh,1999,"Calendar Year (Jan - Dec), 1999",Total,
1485,India,37,Ladakh,2000,"Calendar Year (Jan - Dec), 2000",Female,
1486,India,37,Ladakh,2000,"Calendar Year (Jan - Dec), 2000",Male,
1487,India,37,Ladakh,2000,"Calendar Year (Jan - Dec), 2000",Total,
1488,India,37,Ladakh,2001,"Calendar Year (Jan - Dec), 2001",Female,
1489,India,37,Ladakh,2001,"Calendar Year (Jan - Dec), 2001",Male,
1490,India,37,Ladakh,2001,"Calendar Year (Jan - Dec), 2001",Total,
1491,India,37,Ladakh,2002,"Calendar Year (Jan - Dec), 2002",Female,67.3
1492,India,37,Ladakh,2002,"Calendar Year (Jan - Dec), 2002",Male,64.7
1493,India,37,Ladakh,2002,"Calendar Year (Jan - Dec), 2002",Total,65.9
1494,India,37,Ladakh,2003,"Calendar Year (Jan - Dec), 2003",Female,68
1495,India,37,Ladakh,2003,"Calendar Year (Jan - Dec), 2003",Male,64.4
1496,India,37,Ladakh,2003,"Calendar Year (Jan - Dec), 2003",Total,66
1497,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",Female,68.9
1498,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",Male,65.9
1499,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",Total,67.3
1500,India,37,Ladakh,2005,"Calendar Year (Jan - Dec), 2005",Female,69.9
1501,India,37,Ladakh,2005,"Calendar Year (Jan - Dec), 2005",Male,67.1
1502,India,37,Ladakh,2005,"Calendar Year (Jan - Dec), 2005",Total,68.4
1503,India,37,Ladakh,2006,"Calendar Year (Jan - Dec), 2006",Female,71
1504,India,37,Ladakh,2006,"Calendar Year (Jan - Dec), 2006",Male,69.2
1505,India,37,Ladakh,2006,"Calendar Year (Jan - Dec), 2006",Total,70
1506,India,37,Ladakh,2007,"Calendar Year (Jan - Dec), 2007",Female,70.8
1507,India,37,Ladakh,2007,"Calendar Year (Jan - Dec), 2007",Male,68.6
1508,India,37,Ladakh,2007,"Calendar Year (Jan - Dec), 2007",Total,69.6
1509,India,37,Ladakh,2008,"Calendar Year (Jan - Dec), 2008",Female,70.6
1510,India,37,Ladakh,2008,"Calendar Year (Jan - Dec), 2008",Male,69
1511,India,37,Ladakh,2008,"Calendar Year (Jan - Dec), 2008",Total,69.8
1512,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",Female,71.2
1513,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",Male,68.9
1514,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",Total,70
1515,India,37,Ladakh,2010,"Calendar Year (Jan - Dec), 2010",Female,71.1
1516,India,37,Ladakh,2010,"Calendar Year (Jan - Dec), 2010",Male,69.2
1517,India,37,Ladakh,2010,"Calendar Year (Jan - Dec), 2010",Total,70.1
1518,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",Female,71.9
1519,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",Male,69.4
1520,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",Total,70.5
1521,India,37,Ladakh,2012,"Calendar Year (Jan - Dec), 2012",Female,72.4
1522,India,37,Ladakh,2012,"Calendar Year (Jan - Dec), 2012",Male,69.9
1523,India,37,Ladakh,2012,"Calendar Year (Jan - Dec), 2012",Total,71
1524,India,37,Ladakh,2013,"Calendar Year (Jan - Dec), 2013",Female,74
1525,India,37,Ladakh,2013,"Calendar Year (Jan - Dec), 2013",Male,70.6
1526,India,37,Ladakh,2013,"Calendar Year (Jan - Dec), 2013",Total,72
1527,India,37,Ladakh,2014,"Calendar Year (Jan - Dec), 2014",Female,74.9
1528,India,37,Ladakh,2014,"Calendar Year (Jan - Dec), 2014",Male,70.9
1529,India,37,Ladakh,2014,"Calendar Year (Jan - Dec), 2014",Total,72.6
1530,India,37,Ladakh,2015,"Calendar Year (Jan - Dec), 2015",Female,76.1
1531,India,37,Ladakh,2015,"Calendar Year (Jan - Dec), 2015",Male,71.2
1532,India,37,Ladakh,2015,"Calendar Year (Jan - Dec), 2015",Total,73.2
1533,India,37,Ladakh,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
1534,India,37,Ladakh,2016,"Calendar Year (Jan - Dec), 2016",Male,71.6
1535,India,37,Ladakh,2016,"Calendar Year (Jan - Dec), 2016",Total,73.5
1536,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",Female,76.7
1537,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",Male,72.1
1538,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",Total,74.1
1539,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",Female,76.2
1540,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",Male,72.2
1541,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",Total,74
